NACA#,Camber (%),Camber Position (x/c),Thickness (%),Re,Mach,Alpha,CL,CD,CM
naca2816,2.0,0.8,16.0,300000,0.15,3,0.6633,0.01129,-0.087
naca2816,2.0,0.8,16.0,300000,0.15,4,0.7523,0.01212,-0.081
naca2816,2.0,0.8,16.0,300000,0.15,5,0.836,0.01294,-0.0743
naca2816,2.0,0.8,16.0,300000,0.15,6,1.2663,0.00648,-0.2242
naca2816,2.0,0.8,16.0,300000,0.15,7,0.9945,0.01498,-0.0606
naca2816,2.0,0.8,16.0,300000,0.15,8,1.0859,0.01704,-0.0579
naca2816,2.0,0.8,16.0,300000,0.2,0,0.2858,0.01008,-0.0837
naca2816,2.0,0.8,16.0,300000,0.2,1,0.47,0.00963,-0.0962
naca2816,2.0,0.8,16.0,300000,0.2,2,0.6294,0.00858,-0.107
naca2816,2.0,0.8,16.0,300000,0.2,3,0.6673,0.0114,-0.087
naca2816,2.0,0.8,16.0,300000,0.2,4,0.7569,0.01225,-0.0808
naca2816,2.0,0.8,16.0,300000,0.2,5,0.8407,0.01309,-0.0737
naca2816,2.0,0.8,16.0,300000,0.2,6,0.9066,0.01391,-0.0633
naca2816,2.0,0.8,16.0,300000,0.2,7,1.0023,0.01507,-0.06
naca2816,2.0,0.8,16.0,300000,0.2,8,1.5163,0.0147,-0.1789
naca2816,2.0,0.8,16.0,300000,0.25,0,0.2915,0.01002,-0.0849
naca2816,2.0,0.8,16.0,300000,0.25,1,0.4749,0.00979,-0.0969
naca2816,2.0,0.8,16.0,300000,0.25,2,0.5765,0.01063,-0.0924
naca2816,2.0,0.8,16.0,300000,0.25,3,0.6727,0.01158,-0.087
naca2816,2.0,0.8,16.0,300000,0.25,4,0.7628,0.01246,-0.0805
naca2816,2.0,0.8,16.0,300000,0.25,5,0.8464,0.01333,-0.0728
naca2816,2.0,0.8,16.0,300000,0.25,6,0.9166,0.01421,-0.0627
naca2816,2.0,0.8,16.0,300000,0.25,7,1.0109,0.01531,-0.0586
naca2816,2.0,0.8,16.0,300000,0.25,8,1.0998,0.01643,-0.0539
naca2816,2.0,0.8,16.0,300000,0.3,0,0.3065,0.0099,-0.088
naca2816,2.0,0.8,16.0,300000,0.3,1,0.4784,0.00995,-0.0972
naca2816,2.0,0.8,16.0,300000,0.3,2,0.5815,0.01078,-0.0925
naca2816,2.0,0.8,16.0,300000,0.3,3,0.678,0.01174,-0.0866
naca2816,2.0,0.8,16.0,300000,0.3,4,0.7705,0.01269,-0.0801
naca2816,2.0,0.8,16.0,300000,0.3,5,0.8533,0.01358,-0.0716
naca2816,2.0,0.8,16.0,300000,0.3,6,0.9185,0.01482,-0.0602
naca2816,2.0,0.8,16.0,300000,0.3,7,1.0671,0.01462,-0.0649
naca2816,2.0,0.8,16.0,300000,0.3,8,1.109,0.01834,-0.0523
naca2816,2.0,0.8,16.0,400000,0.1,0,0.329,0.00832,-0.0919
naca2816,2.0,0.8,16.0,400000,0.1,1,0.4738,0.00862,-0.0975
naca2816,2.0,0.8,16.0,400000,0.1,2,0.5716,0.00934,-0.0935
naca2816,2.0,0.8,16.0,400000,0.1,3,0.667,0.01017,-0.0891
naca2816,2.0,0.8,16.0,400000,0.1,4,0.7608,0.01107,-0.0846
naca2816,2.0,0.8,16.0,400000,0.1,5,0.8516,0.01198,-0.0797
naca2816,2.0,0.8,16.0,400000,0.1,6,0.9353,0.01294,-0.0736
naca2816,2.0,0.8,16.0,400000,0.1,7,1.0832,0.01228,-0.0804
naca2816,2.0,0.8,16.0,400000,0.1,8,1.0979,0.01557,-0.062
naca2816,2.0,0.8,16.0,400000,0.15,0,0.338,0.00829,-0.0938
naca2816,2.0,0.8,16.0,400000,0.15,1,0.4754,0.00869,-0.0977
naca2816,2.0,0.8,16.0,400000,0.15,2,0.5733,0.00941,-0.0935
naca2816,2.0,0.8,16.0,400000,0.15,3,0.6693,0.01027,-0.089
naca2816,2.0,0.8,16.0,400000,0.15,4,0.7637,0.01117,-0.0844
naca2816,2.0,0.8,16.0,400000,0.15,5,0.8547,0.01212,-0.0793
naca2816,2.0,0.8,16.0,400000,0.15,6,1.0999,0.00974,-0.1197
naca2816,2.0,0.8,16.0,400000,0.15,7,1.0137,0.0142,-0.065
naca2816,2.0,0.8,16.0,400000,0.15,8,1.4892,0.01653,-0.1832
naca2816,2.0,0.8,16.0,400000,0.2,0,0.3476,0.00827,-0.0959
naca2816,2.0,0.8,16.0,400000,0.2,1,0.4773,0.00878,-0.0979
naca2816,2.0,0.8,16.0,400000,0.2,2,0.5762,0.0095,-0.0935
naca2816,2.0,0.8,16.0,400000,0.2,3,0.6735,0.01034,-0.0891
naca2816,2.0,0.8,16.0,400000,0.2,4,0.7688,0.01128,-0.0843
naca2816,2.0,0.8,16.0,400000,0.2,5,0.8607,0.01225,-0.079
naca2816,2.0,0.8,16.0,400000,0.2,6,0.943,0.01326,-0.0719
naca2816,2.0,0.8,16.0,400000,0.2,7,1.0149,0.01443,-0.063
naca2816,2.0,0.8,16.0,400000,0.2,8,1.5228,0.00979,-0.1671
naca2816,2.0,0.8,16.0,400000,0.25,0,0.3587,0.00831,-0.0982
naca2816,2.0,0.8,16.0,400000,0.25,1,0.48,0.00891,-0.0981
naca2816,2.0,0.8,16.0,400000,0.25,2,0.5799,0.00961,-0.0936
naca2816,2.0,0.8,16.0,400000,0.25,3,0.6778,0.01048,-0.0888
naca2816,2.0,0.8,16.0,400000,0.25,4,0.7737,0.01144,-0.0837
naca2816,2.0,0.8,16.0,400000,0.25,5,1.2525,0.00535,-0.2555
naca2816,2.0,0.8,16.0,400000,0.25,6,0.9493,0.01355,-0.0707
naca2816,2.0,0.8,16.0,400000,0.25,7,1.0257,0.01482,-0.0623
naca2816,2.0,0.8,16.0,400000,0.25,8,1.1302,0.01606,-0.0606
naca2816,2.0,0.8,16.0,400000,0.3,0,0.368,0.00844,-0.1002
naca2816,2.0,0.8,16.0,400000,0.3,1,0.4831,0.00906,-0.0983
naca2816,2.0,0.8,16.0,400000,0.3,2,0.5846,0.00978,-0.0937
naca2816,2.0,0.8,16.0,400000,0.3,3,0.6836,0.01063,-0.0885
naca2816,2.0,0.8,16.0,400000,0.3,4,0.7804,0.01163,-0.083
naca2816,2.0,0.8,16.0,400000,0.3,5,0.8702,0.01266,-0.0762
naca2816,2.0,0.8,16.0,400000,0.3,6,0.9575,0.01389,-0.0691
naca2816,2.0,0.8,16.0,400000,0.3,7,1.2046,0.01509,-0.1262
naca2816,2.0,0.8,16.0,400000,0.3,8,1.1615,0.0138,-0.0615
naca2816,2.0,0.8,16.0,500000,0.1,0,0.371,0.0075,-0.1005
naca2816,2.0,0.8,16.0,500000,0.1,1,0.4749,0.00813,-0.0978
naca2816,2.0,0.8,16.0,500000,0.1,2,0.5728,0.00877,-0.094
naca2816,2.0,0.8,16.0,500000,0.1,3,0.6708,0.00952,-0.0904
naca2816,2.0,0.8,16.0,500000,0.1,4,0.7678,0.01041,-0.0866
naca2816,2.0,0.8,16.0,500000,0.1,5,0.8629,0.01139,-0.0827
naca2816,2.0,0.8,16.0,500000,0.1,6,0.9533,0.01246,-0.0781
naca2816,2.0,0.8,16.0,500000,0.1,7,1.0356,0.01361,-0.072
naca2816,2.0,0.8,16.0,500000,0.1,8,1.1087,0.01488,-0.0642
naca2816,2.0,0.8,16.0,500000,0.15,0,0.3723,0.00756,-0.1008
naca2816,2.0,0.8,16.0,500000,0.15,1,0.4762,0.0082,-0.0979
naca2816,2.0,0.8,16.0,500000,0.15,2,0.575,0.00882,-0.0941
naca2816,2.0,0.8,16.0,500000,0.15,3,0.6737,0.00958,-0.0904
naca2816,2.0,0.8,16.0,500000,0.15,4,0.7713,0.01048,-0.0865
naca2816,2.0,0.8,16.0,500000,0.15,5,0.8668,0.01148,-0.0824
naca2816,2.0,0.8,16.0,500000,0.15,6,0.9549,0.01253,-0.077
naca2816,2.0,0.8,16.0,500000,0.15,7,1.045,0.01381,-0.0723
naca2816,2.0,0.8,16.0,500000,0.15,8,1.113,0.01507,-0.0632
naca2816,2.0,0.8,16.0,500000,0.2,0,0.3746,0.00766,-0.1013
naca2816,2.0,0.8,16.0,500000,0.2,1,0.4781,0.00828,-0.0981
naca2816,2.0,0.8,16.0,500000,0.2,2,0.5778,0.0089,-0.0942
naca2816,2.0,0.8,16.0,500000,0.2,3,0.6775,0.00968,-0.0903
naca2816,2.0,0.8,16.0,500000,0.2,4,0.7758,0.0106,-0.0862
naca2816,2.0,0.8,16.0,500000,0.2,5,0.8756,0.01154,-0.0827
naca2816,2.0,0.8,16.0,500000,0.2,6,0.9595,0.0127,-0.076
naca2816,2.0,0.8,16.0,500000,0.2,7,1.0453,0.01402,-0.07
naca2816,2.0,0.8,16.0,500000,0.2,8,1.1178,0.0154,-0.0615
naca2816,2.0,0.8,16.0,500000,0.25,0,0.3766,0.00779,-0.1018
naca2816,2.0,0.8,16.0,500000,0.25,1,0.4804,0.00839,-0.0982
naca2816,2.0,0.8,16.0,500000,0.25,2,0.5811,0.00903,-0.0941
naca2816,2.0,0.8,16.0,500000,0.25,3,0.6819,0.00981,-0.0901
naca2816,2.0,0.8,16.0,500000,0.25,4,0.7814,0.01076,-0.0858
naca2816,2.0,0.8,16.0,500000,0.25,5,0.8754,0.01179,-0.0805
naca2816,2.0,0.8,16.0,500000,0.25,6,0.9653,0.01297,-0.0746
naca2816,2.0,0.8,16.0,500000,0.25,7,1.0519,0.0144,-0.0683
naca2816,2.0,0.8,16.0,500000,0.25,8,1.1246,0.01583,-0.0593
naca2816,2.0,0.8,16.0,500000,0.3,0,0.379,0.00797,-0.1023
naca2816,2.0,0.8,16.0,500000,0.3,1,0.4833,0.00854,-0.0984
naca2816,2.0,0.8,16.0,500000,0.3,2,0.5859,0.00917,-0.0942
naca2816,2.0,0.8,16.0,500000,0.3,3,0.6877,0.00995,-0.0898
naca2816,2.0,0.8,16.0,500000,0.3,4,0.7873,0.01092,-0.0849
naca2816,2.0,0.8,16.0,500000,0.3,5,1.0256,0.00943,-0.1194
naca2816,2.0,0.8,16.0,500000,0.3,6,0.9748,0.01329,-0.0732
naca2816,2.0,0.8,16.0,500000,0.3,7,1.0614,0.01481,-0.0663
naca2816,2.0,0.8,16.0,500000,0.3,8,1.1304,0.0165,-0.0562
naca2818,2.0,0.8,18.0,100000,0.1,0,0.1169,0.02493,-0.0552
naca2818,2.0,0.8,18.0,100000,0.1,1,0.263,0.02276,-0.0557
naca2818,2.0,0.8,18.0,100000,0.1,2,0.4135,0.02087,-0.0577
naca2818,2.0,0.8,18.0,100000,0.1,3,0.5471,0.02,-0.0579
naca2818,2.0,0.8,18.0,100000,0.1,4,0.6895,0.02011,-0.0617
naca2818,2.0,0.8,18.0,100000,0.1,5,0.8892,0.02092,-0.0791
naca2818,2.0,0.8,18.0,100000,0.1,6,0.9765,0.02183,-0.0762
naca2818,2.0,0.8,18.0,100000,0.1,7,1.0583,0.01975,-0.0727
naca2818,2.0,0.8,18.0,100000,0.1,8,1.1816,0.02139,-0.0807
naca2818,2.0,0.8,18.0,100000,0.15,0,0.1089,0.02513,-0.0544
naca2818,2.0,0.8,18.0,100000,0.15,1,0.2518,0.02312,-0.0541
naca2818,2.0,0.8,18.0,100000,0.15,2,0.4228,0.02087,-0.0591
naca2818,2.0,0.8,18.0,100000,0.15,3,0.5581,0.02011,-0.0592
naca2818,2.0,0.8,18.0,100000,0.15,4,0.688,0.02027,-0.0606
naca2818,2.0,0.8,18.0,100000,0.15,5,0.8912,0.0211,-0.0783
naca2818,2.0,0.8,18.0,100000,0.15,6,0.9471,0.02178,-0.0698
naca2818,2.0,0.8,18.0,100000,0.15,7,1.0261,0.02145,-0.0653
naca2818,2.0,0.8,18.0,100000,0.15,8,1.0824,0.02528,-0.0552
naca2818,2.0,0.8,18.0,100000,0.2,0,0.1125,0.02508,-0.0554
naca2818,2.0,0.8,18.0,100000,0.2,1,0.2604,0.023,-0.0556
naca2818,2.0,0.8,18.0,100000,0.2,2,0.4414,0.02082,-0.062
naca2818,2.0,0.8,18.0,100000,0.2,3,0.5523,0.02042,-0.0576
naca2818,2.0,0.8,18.0,100000,0.2,4,0.704,0.0205,-0.0623
naca2818,2.0,0.8,18.0,100000,0.2,5,0.8915,0.02141,-0.0767
naca2818,2.0,0.8,18.0,100000,0.2,6,0.9989,0.02231,-0.0764
naca2818,2.0,0.8,18.0,100000,0.2,7,1.0041,0.02359,-0.0585
naca2818,2.0,0.8,18.0,100000,0.2,8,1.3672,0.01496,-0.1363
naca2818,2.0,0.8,18.0,100000,0.25,0,0.1333,0.02437,-0.0597
naca2818,2.0,0.8,18.0,100000,0.25,1,0.2723,0.02284,-0.0571
naca2818,2.0,0.8,18.0,100000,0.25,2,0.4362,0.02123,-0.0607
naca2818,2.0,0.8,18.0,100000,0.25,3,0.5614,0.02069,-0.0584
naca2818,2.0,0.8,18.0,100000,0.25,4,0.6884,0.02083,-0.058
naca2818,2.0,0.8,18.0,100000,0.25,5,0.8885,0.02182,-0.074
naca2818,2.0,0.8,18.0,100000,0.25,6,0.9687,0.02265,-0.069
naca2818,2.0,0.8,18.0,100000,0.25,7,1.0403,0.01987,-0.0851
naca2818,2.0,0.8,18.0,100000,0.25,8,1.618,0.00933,-0.2492
naca2818,2.0,0.8,18.0,100000,0.3,0,0.1281,0.02481,-0.0581
naca2818,2.0,0.8,18.0,100000,0.3,1,0.2435,0.02266,-0.053
naca2818,2.0,0.8,18.0,100000,0.3,2,0.4603,0.02042,-0.0637
naca2818,2.0,0.8,18.0,100000,0.3,3,0.5636,0.021,-0.0576
naca2818,2.0,0.8,18.0,100000,0.3,4,0.691,0.02121,-0.0565
naca2818,2.0,0.8,18.0,100000,0.3,5,0.8857,0.02225,-0.0706
naca2818,2.0,0.8,18.0,100000,0.3,6,0.9593,0.0233,-0.0643
naca2818,2.0,0.8,18.0,100000,0.3,7,1.1242,0.02115,-0.0757
naca2818,2.0,0.8,18.0,100000,0.3,8,1.0866,0.0258,-0.0866
naca2818,2.0,0.8,18.0,200000,0.1,0,0.2586,0.01287,-0.0777
naca2818,2.0,0.8,18.0,200000,0.1,1,0.4358,0.01242,-0.0886
naca2818,2.0,0.8,18.0,200000,0.1,2,0.5444,0.01324,-0.086
naca2818,2.0,0.8,18.0,200000,0.1,3,0.6364,0.01407,-0.0804
naca2818,2.0,0.8,18.0,200000,0.1,4,0.7209,0.01475,-0.0734
naca2818,2.0,0.8,18.0,200000,0.1,5,0.795,0.01529,-0.0645
naca2818,2.0,0.8,18.0,200000,0.1,6,0.8614,0.01576,-0.0544
naca2818,2.0,0.8,18.0,200000,0.1,7,0.9618,0.01687,-0.0535
naca2818,2.0,0.8,18.0,200000,0.1,8,1.0881,0.01519,-0.0574
naca2818,2.0,0.8,18.0,200000,0.15,0,0.265,0.01282,-0.079
naca2818,2.0,0.8,18.0,200000,0.15,1,0.438,0.01249,-0.0889
naca2818,2.0,0.8,18.0,200000,0.15,2,0.5453,0.01331,-0.0858
naca2818,2.0,0.8,18.0,200000,0.15,3,0.6385,0.01417,-0.0802
naca2818,2.0,0.8,18.0,200000,0.15,4,0.7246,0.01489,-0.0734
naca2818,2.0,0.8,18.0,200000,0.15,5,0.7983,0.01543,-0.0641
naca2818,2.0,0.8,18.0,200000,0.15,6,0.8637,0.01591,-0.0536
naca2818,2.0,0.8,18.0,200000,0.15,7,0.996,0.01642,-0.0584
naca2818,2.0,0.8,18.0,200000,0.15,8,1.0853,0.01624,-0.0674
naca2818,2.0,0.8,18.0,200000,0.2,0,0.2771,0.01274,-0.0814
naca2818,2.0,0.8,18.0,200000,0.2,1,0.4442,0.01261,-0.0899
naca2818,2.0,0.8,18.0,200000,0.2,2,0.5482,0.01342,-0.0859
naca2818,2.0,0.8,18.0,200000,0.2,3,0.643,0.01433,-0.0802
naca2818,2.0,0.8,18.0,200000,0.2,4,0.7297,0.01508,-0.0733
naca2818,2.0,0.8,18.0,200000,0.2,5,0.8035,0.01566,-0.0637
naca2818,2.0,0.8,18.0,200000,0.2,6,0.865,0.01605,-0.0519
naca2818,2.0,0.8,18.0,200000,0.2,7,0.9657,0.01737,-0.0507
naca2818,2.0,0.8,18.0,200000,0.2,8,1.0509,0.01936,-0.0471
naca2818,2.0,0.8,18.0,200000,0.25,0,0.282,0.01279,-0.0825
naca2818,2.0,0.8,18.0,200000,0.25,1,0.4456,0.01277,-0.0899
naca2818,2.0,0.8,18.0,200000,0.25,2,0.5538,0.01359,-0.0864
naca2818,2.0,0.8,18.0,200000,0.25,3,0.6467,0.01448,-0.0798
naca2818,2.0,0.8,18.0,200000,0.25,4,0.7335,0.01526,-0.0724
naca2818,2.0,0.8,18.0,200000,0.25,5,0.8093,0.01589,-0.0629
naca2818,2.0,0.8,18.0,200000,0.25,6,0.8809,0.0163,-0.0525
naca2818,2.0,0.8,18.0,200000,0.25,7,0.9944,0.01608,-0.0697
naca2818,2.0,0.8,18.0,200000,0.25,8,1.2318,0.01449,-0.1037
naca2818,2.0,0.8,18.0,200000,0.3,0,0.3001,0.01275,-0.0861
naca2818,2.0,0.8,18.0,200000,0.3,1,0.4528,0.01297,-0.0909
naca2818,2.0,0.8,18.0,200000,0.3,2,0.5575,0.01378,-0.0863
naca2818,2.0,0.8,18.0,200000,0.3,3,0.6539,0.01473,-0.0799
naca2818,2.0,0.8,18.0,200000,0.3,4,0.7449,0.0155,-0.0726
naca2818,2.0,0.8,18.0,200000,0.3,5,0.8184,0.01629,-0.0623
naca2818,2.0,0.8,18.0,200000,0.3,6,0.9075,0.01644,-0.0545
naca2818,2.0,0.8,18.0,200000,0.3,7,0.9695,0.0181,-0.045
naca2818,2.0,0.8,18.0,200000,0.3,8,1.057,0.0206,-0.0413
naca2818,2.0,0.8,18.0,300000,0.1,0,0.3365,0.0099,-0.0927
naca2818,2.0,0.8,18.0,300000,0.1,1,0.454,0.01039,-0.0926
naca2818,2.0,0.8,18.0,300000,0.1,2,0.5528,0.01103,-0.0888
naca2818,2.0,0.8,18.0,300000,0.1,3,0.647,0.01181,-0.0841
naca2818,2.0,0.8,18.0,300000,0.1,4,0.7376,0.01267,-0.0788
naca2818,2.0,0.8,18.0,300000,0.1,5,0.8222,0.01349,-0.0725
naca2818,2.0,0.8,18.0,300000,0.1,6,0.8975,0.01429,-0.0645
naca2818,2.0,0.8,18.0,300000,0.1,7,0.9602,0.01551,-0.0546
naca2818,2.0,0.8,18.0,300000,0.1,8,1.0504,0.01656,-0.0513
naca2818,2.0,0.8,18.0,300000,0.15,0,0.3412,0.00996,-0.0936
naca2818,2.0,0.8,18.0,300000,0.15,1,0.4552,0.01046,-0.0927
naca2818,2.0,0.8,18.0,300000,0.15,2,0.5542,0.0111,-0.0887
naca2818,2.0,0.8,18.0,300000,0.15,3,0.6494,0.0119,-0.084
naca2818,2.0,0.8,18.0,300000,0.15,4,0.7403,0.0128,-0.0785
naca2818,2.0,0.8,18.0,300000,0.15,5,0.8244,0.01363,-0.0719
naca2818,2.0,0.8,18.0,300000,0.15,6,0.9004,0.01446,-0.0638
naca2818,2.0,0.8,18.0,300000,0.15,7,0.9702,0.01541,-0.0549
naca2818,2.0,0.8,18.0,300000,0.15,8,1.0487,0.01697,-0.0495
naca2818,2.0,0.8,18.0,300000,0.2,0,0.3425,0.01005,-0.094
naca2818,2.0,0.8,18.0,300000,0.2,1,0.4566,0.01056,-0.0927
naca2818,2.0,0.8,18.0,300000,0.2,2,0.5567,0.01123,-0.0886
naca2818,2.0,0.8,18.0,300000,0.2,3,0.6526,0.01202,-0.0838
naca2818,2.0,0.8,18.0,300000,0.2,4,0.7442,0.01292,-0.0781
naca2818,2.0,0.8,18.0,300000,0.2,5,0.8279,0.01379,-0.0711
naca2818,2.0,0.8,18.0,300000,0.2,6,0.9048,0.01471,-0.0629
naca2818,2.0,0.8,18.0,300000,0.2,7,0.9736,0.01573,-0.0535
naca2818,2.0,0.8,18.0,300000,0.2,8,1.0521,0.01732,-0.0477
naca2818,2.0,0.8,18.0,300000,0.25,0,0.3477,0.01019,-0.0951
naca2818,2.0,0.8,18.0,300000,0.25,1,0.4597,0.01073,-0.0931
naca2818,2.0,0.8,18.0,300000,0.25,2,0.5595,0.01134,-0.0885
naca2818,2.0,0.8,18.0,300000,0.25,3,0.656,0.01215,-0.0833
naca2818,2.0,0.8,18.0,300000,0.25,4,0.748,0.01308,-0.0773
naca2818,2.0,0.8,18.0,300000,0.25,5,0.8312,0.01397,-0.0697
naca2818,2.0,0.8,18.0,300000,0.25,6,0.9117,0.015,-0.0619
naca2818,2.0,0.8,18.0,300000,0.25,7,0.9798,0.01608,-0.0518
naca2818,2.0,0.8,18.0,300000,0.25,8,1.2312,0.0124,-0.0818
naca2818,2.0,0.8,18.0,300000,0.3,0,0.3497,0.01039,-0.0956
naca2818,2.0,0.8,18.0,300000,0.3,1,0.4611,0.01088,-0.0929
naca2818,2.0,0.8,18.0,300000,0.3,2,0.5634,0.01154,-0.0884
naca2818,2.0,0.8,18.0,300000,0.3,3,0.6607,0.01237,-0.0828
naca2818,2.0,0.8,18.0,300000,0.3,4,0.7523,0.01331,-0.0761
naca2818,2.0,0.8,18.0,300000,0.3,5,0.8356,0.01429,-0.068
naca2818,2.0,0.8,18.0,300000,0.3,6,0.9164,0.01544,-0.0598
naca2818,2.0,0.8,18.0,300000,0.3,7,0.9859,0.01661,-0.0496
naca2818,2.0,0.8,18.0,300000,0.3,8,1.189,0.01279,-0.0665
naca2818,2.0,0.8,18.0,400000,0.1,0,0.353,0.00896,-0.0959
naca2818,2.0,0.8,18.0,400000,0.1,1,0.4551,0.00942,-0.0929
naca2818,2.0,0.8,18.0,400000,0.1,2,0.553,0.01,-0.0892
naca2818,2.0,0.8,18.0,400000,0.1,3,0.65,0.01067,-0.0853
naca2818,2.0,0.8,18.0,400000,0.1,4,0.7436,0.0115,-0.0808
naca2818,2.0,0.8,18.0,400000,0.1,5,0.8305,0.01239,-0.0751
naca2818,2.0,0.8,18.0,400000,0.1,6,0.9168,0.01336,-0.0696
naca2818,2.0,0.8,18.0,400000,0.1,7,0.9994,0.01446,-0.0637
naca2818,2.0,0.8,18.0,400000,0.1,8,1.0848,0.01517,-0.0587
naca2818,2.0,0.8,18.0,400000,0.15,0,0.3542,0.00904,-0.0961
naca2818,2.0,0.8,18.0,400000,0.15,1,0.4561,0.0095,-0.093
naca2818,2.0,0.8,18.0,400000,0.15,2,0.5549,0.01004,-0.0892
naca2818,2.0,0.8,18.0,400000,0.15,3,0.6522,0.01073,-0.0852
naca2818,2.0,0.8,18.0,400000,0.15,4,0.7458,0.01156,-0.0804
naca2818,2.0,0.8,18.0,400000,0.15,5,0.8332,0.01246,-0.0746
naca2818,2.0,0.8,18.0,400000,0.15,6,0.9203,0.01349,-0.069
naca2818,2.0,0.8,18.0,400000,0.15,7,1.0023,0.01467,-0.0627
naca2818,2.0,0.8,18.0,400000,0.15,8,1.074,0.0159,-0.0547
naca2818,2.0,0.8,18.0,400000,0.2,0,0.3545,0.00913,-0.0963
naca2818,2.0,0.8,18.0,400000,0.2,1,0.4576,0.00961,-0.093
naca2818,2.0,0.8,18.0,400000,0.2,2,0.557,0.01013,-0.0891
naca2818,2.0,0.8,18.0,400000,0.2,3,0.6547,0.01082,-0.0848
naca2818,2.0,0.8,18.0,400000,0.2,4,0.7479,0.01166,-0.0796
naca2818,2.0,0.8,18.0,400000,0.2,5,0.8368,0.01261,-0.0737
naca2818,2.0,0.8,18.0,400000,0.2,6,0.9253,0.01368,-0.0681
naca2818,2.0,0.8,18.0,400000,0.2,7,1.008,0.0149,-0.0616
naca2818,2.0,0.8,18.0,400000,0.2,8,1.0783,0.01627,-0.0531
naca2818,2.0,0.8,18.0,400000,0.25,0,0.3556,0.00928,-0.0965
naca2818,2.0,0.8,18.0,400000,0.25,1,0.4589,0.00972,-0.093
naca2818,2.0,0.8,18.0,400000,0.25,2,0.5594,0.01028,-0.0888
naca2818,2.0,0.8,18.0,400000,0.25,3,0.6575,0.01099,-0.0842
naca2818,2.0,0.8,18.0,400000,0.25,4,0.7501,0.01184,-0.0785
naca2818,2.0,0.8,18.0,400000,0.25,5,0.8411,0.01286,-0.0726
naca2818,2.0,0.8,18.0,400000,0.25,6,0.9305,0.014,-0.0667
naca2818,2.0,0.8,18.0,400000,0.25,7,1.0135,0.01529,-0.0599
naca2818,2.0,0.8,18.0,400000,0.25,8,1.0857,0.01675,-0.0513
naca2818,2.0,0.8,18.0,400000,0.3,0,0.3561,0.00943,-0.0967
naca2818,2.0,0.8,18.0,400000,0.3,1,0.4606,0.0099,-0.0929
naca2818,2.0,0.8,18.0,400000,0.3,2,0.5629,0.01044,-0.0886
naca2818,2.0,0.8,18.0,400000,0.3,3,0.6615,0.01113,-0.0835
naca2818,2.0,0.8,18.0,400000,0.3,4,0.7548,0.01201,-0.0774
naca2818,2.0,0.8,18.0,400000,0.3,5,0.8485,0.01311,-0.0715
naca2818,2.0,0.8,18.0,400000,0.3,6,0.9387,0.01435,-0.0652
naca2818,2.0,0.8,18.0,400000,0.3,7,1.0214,0.01577,-0.0577
naca2818,2.0,0.8,18.0,400000,0.3,8,1.0887,0.01748,-0.0479
naca2818,2.0,0.8,18.0,500000,0.1,0,0.355,0.00844,-0.0962
naca2818,2.0,0.8,18.0,500000,0.1,1,0.4544,0.00886,-0.0928
naca2818,2.0,0.8,18.0,500000,0.1,2,0.5538,0.00935,-0.0895
naca2818,2.0,0.8,18.0,500000,0.1,3,0.6523,0.00995,-0.0861
naca2818,2.0,0.8,18.0,500000,0.1,4,0.7471,0.01071,-0.0819
naca2818,2.0,0.8,18.0,500000,0.1,5,0.8391,0.01164,-0.0774
naca2818,2.0,0.8,18.0,500000,0.1,6,0.9301,0.01267,-0.0729
naca2818,2.0,0.8,18.0,500000,0.1,7,1.0181,0.01381,-0.0681
naca2818,2.0,0.8,18.0,500000,0.1,8,1.0995,0.01511,-0.0623
naca2818,2.0,0.8,18.0,500000,0.15,0,0.3552,0.00849,-0.0962
naca2818,2.0,0.8,18.0,500000,0.15,1,0.4553,0.00893,-0.0928
naca2818,2.0,0.8,18.0,500000,0.15,2,0.5553,0.0094,-0.0895
naca2818,2.0,0.8,18.0,500000,0.15,3,0.6545,0.01002,-0.0859
naca2818,2.0,0.8,18.0,500000,0.15,4,0.7492,0.01077,-0.0815
naca2818,2.0,0.8,18.0,500000,0.15,5,0.8422,0.01172,-0.0769
naca2818,2.0,0.8,18.0,500000,0.15,6,0.9341,0.01278,-0.0723
naca2818,2.0,0.8,18.0,500000,0.15,7,1.0095,0.01376,-0.0646
naca2818,2.0,0.8,18.0,500000,0.15,8,1.1024,0.01538,-0.0611
naca2818,2.0,0.8,18.0,500000,0.2,0,0.3554,0.00859,-0.0963
naca2818,2.0,0.8,18.0,500000,0.2,1,0.4567,0.00901,-0.0929
naca2818,2.0,0.8,18.0,500000,0.2,2,0.5571,0.00949,-0.0893
naca2818,2.0,0.8,18.0,500000,0.2,3,0.6566,0.01012,-0.0855
naca2818,2.0,0.8,18.0,500000,0.2,4,0.7517,0.01089,-0.0808
naca2818,2.0,0.8,18.0,500000,0.2,5,0.8463,0.01186,-0.0762
naca2818,2.0,0.8,18.0,500000,0.2,6,0.9392,0.01296,-0.0714
naca2818,2.0,0.8,18.0,500000,0.2,7,1.1227,0.0124,-0.0864
naca2818,2.0,0.8,18.0,500000,0.2,8,1.1083,0.01569,-0.0597
naca2818,2.0,0.8,18.0,500000,0.25,0,0.3558,0.00872,-0.0965
naca2818,2.0,0.8,18.0,500000,0.25,1,0.4576,0.00912,-0.0927
naca2818,2.0,0.8,18.0,500000,0.25,2,0.5589,0.00964,-0.0889
naca2818,2.0,0.8,18.0,500000,0.25,3,0.658,0.01026,-0.0846
